level_shift,span,tail_anchor,jo_kc_tail,total_A,total_B,total_C,gap_A_minus_B,gap_A_minus_C,gap_B_minus_C,demand_A,demand_B,demand_C,activation_B,activation_C,withdrawal_C
0.0,0.1,1.14,"[1.1324584615384614, 1.1951584615384616, 1.0925584615384614, 1.2350584615384614, 1.0412584615384615, 1.1552584615384613, 1.1210584615384616, 1.2122584615384615, 1.0640584615384614, 1.1324584615384614, 1.1723584615384615, 1.1039584615384614, 1.2464584615384615, 1.0184584615384613, 1.1780584615384615, 1.1324584615384614, 1.1951584615384616, 1.0925584615384614, 1.2350584615384614, 1.0412584615384615, 1.1552584615384613, 1.1210584615384616, 1.2122584615384615, 1.0640584615384614, 1.1324584615384614, 1.1723584615384615, 1.1039584615384614, 1.2464584615384615, 1.0184584615384613, 1.1780584615384615, 1.1324584615384614, 1.1951584615384616, 1.0925584615384614, 1.2350584615384614, 1.0412584615384615, 1.1552584615384613, 1.1210584615384616, 1.2122584615384615, 1.0640584615384614, 1.1324584615384614, 1.1723584615384615, 1.1039584615384614, 1.2464584615384615, 1.0184584615384613, 1.1780584615384615, 1.1324584615384614, 1.1951584615384616, 1.0925584615384614, 1.2350584615384614, 1.0412584615384615, 1.1552584615384613, 1.1210584615384616, 1.2122584615384615, 1.0640584615384614, 1.1324584615384614, 1.1723584615384615, 1.1039584615384614, 1.2464584615384615, 1.0184584615384613, 1.1780584615384615, 1.1324584615384614, 1.1951584615384616, 1.0925584615384614, 1.2350584615384614, 1.0412584615384615]",42766.94352481216,35739.517609640054,36999.48617601609,7027.425915172105,5767.457348796066,-1259.9685663760392,4561.224635377237,4775.448520735439,4901.340484601655,1,1,14
-1.0,0.15,1.14,"[0.0, 0.0827376923076923, 0.0, 0.1425876923076923, 0.0, 0.022887692307692307, 0.0, 0.1083876923076923, 0.0, 0.0, 0.0485376923076923, 0.0, 0.15968769230769228, 0.0, 0.057087692307692305, 0.0, 0.0827376923076923, 0.0, 0.1425876923076923, 0.0, 0.022887692307692307, 0.0, 0.1083876923076923, 0.0, 0.0, 0.0485376923076923, 0.0, 0.15968769230769228, 0.0, 0.057087692307692305, 0.0, 0.0827376923076923, 0.0, 0.1425876923076923, 0.0, 0.022887692307692307, 0.0, 0.1083876923076923, 0.0, 0.0, 0.0485376923076923, 0.0, 0.15968769230769228, 0.0, 0.057087692307692305, 0.0, 0.0827376923076923, 0.0, 0.1425876923076923, 0.0, 0.022887692307692307, 0.0, 0.1083876923076923, 0.0, 0.0, 0.0485376923076923, 0.0, 0.15968769230769228, 0.0, 0.057087692307692305, 0.0, 0.0827376923076923, 0.0, 0.1425876923076923, 0.0]",35590.91165792128,35590.91165792128,37837.719963868076,0.0,-2246.808305946797,-2246.808305946797,4948.914507906316,4948.914507906316,4901.340484601655,0,1,14
-0.95,0.15,1.14,"[0.04568769230769235, 0.13973769230769234, 0.0, 0.19958769230769235, 0.0, 0.07988769230769235, 0.028587692307692356, 0.16538769230769232, 0.0, 0.04568769230769235, 0.10553769230769233, 0.0029376923076923672, 0.21668769230769233, 0.0, 0.11408769230769235, 0.04568769230769235, 0.13973769230769234, 0.0, 0.19958769230769235, 0.0, 0.07988769230769235, 0.028587692307692356, 0.16538769230769232, 0.0, 0.04568769230769235, 0.10553769230769233, 0.0029376923076923672, 0.21668769230769233, 0.0, 0.11408769230769235, 0.04568769230769235, 0.13973769230769234, 0.0, 0.19958769230769235, 0.0, 0.07988769230769235, 0.028587692307692356, 0.16538769230769232, 0.0, 0.04568769230769235, 0.10553769230769233, 0.0029376923076923672, 0.21668769230769233, 0.0, 0.11408769230769235, 0.04568769230769235, 0.13973769230769234, 0.0, 0.19958769230769235, 0.0, 0.07988769230769235, 0.028587692307692356, 0.16538769230769232, 0.0, 0.04568769230769235, 0.10553769230769233, 0.0029376923076923672, 0.21668769230769233, 0.0, 0.11408769230769235, 0.04568769230769235, 0.13973769230769234, 0.0, 0.19958769230769235, 0.0]",35866.80188745871,35866.80188745871,37837.719963868076,0.0,-1970.918076409369,-1970.918076409369,4937.746786463235,4937.746786463235,4901.340484601655,0,1,14
-0.9,0.15,1.14,"[0.10268769230769227, 0.19673769230769228, 0.04283769230769229, 0.2565876923076923, 0.0, 0.13688769230769227, 0.08558769230769228, 0.22238769230769223, 8.769230769230168e-05, 0.10268769230769227, 0.16253769230769224, 0.05993769230769229, 0.27368769230769224, 0.0, 0.17108769230769227, 0.10268769230769227, 0.19673769230769228, 0.04283769230769229, 0.2565876923076923, 0.0, 0.13688769230769227, 0.08558769230769228, 0.22238769230769223, 8.769230769230168e-05, 0.10268769230769227, 0.16253769230769224, 0.05993769230769229, 0.27368769230769224, 0.0, 0.17108769230769227, 0.10268769230769227, 0.19673769230769228, 0.04283769230769229, 0.2565876923076923, 0.0, 0.13688769230769227, 0.08558769230769228, 0.22238769230769223, 8.769230769230168e-05, 0.10268769230769227, 0.16253769230769224, 0.05993769230769229, 0.27368769230769224, 0.0, 0.17108769230769227, 0.10268769230769227, 0.19673769230769228, 0.04283769230769229, 0.2565876923076923, 0.0, 0.13688769230769227, 0.08558769230769228, 0.22238769230769223, 8.769230769230168e-05, 0.10268769230769227, 0.16253769230769224, 0.05993769230769229, 0.27368769230769224, 0.0, 0.17108769230769227, 0.10268769230769227, 0.19673769230769228, 0.04283769230769229, 0.2565876923076923, 0.0]",36210.87030272829,36210.87030272829,37837.719963868076,0.0,-1626.849661139786,-1626.849661139786,4922.100459816866,4922.100459816866,4901.340484601655,0,1,14
-0.85,0.15,1.14,"[0.1596876923076923, 0.25373769230769233, 0.09983769230769234, 0.3135876923076923, 0.022887692307692335, 0.19388769230769232, 0.1425876923076923, 0.2793876923076923, 0.057087692307692346, 0.1596876923076923, 0.2195376923076923, 0.11693769230769233, 0.33068769230769235, 0.0, 0.2280876923076923, 0.1596876923076923, 0.25373769230769233, 0.09983769230769234, 0.3135876923076923, 0.022887692307692335, 0.19388769230769232, 0.1425876923076923, 0.2793876923076923, 0.057087692307692346, 0.1596876923076923, 0.2195376923076923, 0.11693769230769233, 0.33068769230769235, 0.0, 0.2280876923076923, 0.1596876923076923, 0.25373769230769233, 0.09983769230769234, 0.3135876923076923, 0.022887692307692335, 0.19388769230769232, 0.1425876923076923, 0.2793876923076923, 0.057087692307692346, 0.1596876923076923, 0.2195376923076923, 0.11693769230769233, 0.33068769230769235, 0.0, 0.2280876923076923, 0.1596876923076923, 0.25373769230769233, 0.09983769230769234, 0.3135876923076923, 0.022887692307692335, 0.19388769230769232, 0.1425876923076923, 0.2793876923076923, 0.057087692307692346, 0.1596876923076923, 0.2195376923076923, 0.11693769230769233, 0.33068769230769235, 0.0, 0.2280876923076923, 0.1596876923076923, 0.25373769230769233, 0.09983769230769234, 0.3135876923076923, 0.022887692307692335]",36598.66672988252,36598.66672988252,37837.719963868076,0.0,-1239.0532339855563,-1239.0532339855563,4904.10143549364,4904.10143549364,4901.340484601655,0,1,14
-0.8,0.15,1.14,"[0.21668769230769225, 0.31073769230769227, 0.15683769230769226, 0.37058769230769223, 0.07988769230769226, 0.25088769230769226, 0.19958769230769222, 0.3363876923076922, 0.11408769230769226, 0.21668769230769225, 0.2765376923076922, 0.17393769230769227, 0.38768769230769223, 0.04568769230769226, 0.2850876923076922, 0.21668769230769225, 0.31073769230769227, 0.15683769230769226, 0.37058769230769223, 0.07988769230769226, 0.25088769230769226, 0.19958769230769222, 0.3363876923076922, 0.11408769230769226, 0.21668769230769225, 0.2765376923076922, 0.17393769230769227, 0.38768769230769223, 0.04568769230769226, 0.2850876923076922, 0.21668769230769225, 0.31073769230769227, 0.15683769230769226, 0.37058769230769223, 0.07988769230769226, 0.25088769230769226, 0.19958769230769222, 0.3363876923076922, 0.11408769230769226, 0.21668769230769225, 0.2765376923076922, 0.17393769230769227, 0.38768769230769223, 0.04568769230769226, 0.2850876923076922, 0.21668769230769225, 0.31073769230769227, 0.15683769230769226, 0.37058769230769223, 0.07988769230769226, 0.25088769230769226, 0.19958769230769222, 0.3363876923076922, 0.11408769230769226, 0.21668769230769225, 0.2765376923076922, 0.17393769230769227, 0.38768769230769223, 0.04568769230769226, 0.2850876923076922, 0.21668769230769225, 0.31073769230769227, 0.15683769230769226, 0.37058769230769223, 0.07988769230769226]",37017.58675262752,36978.8629129945,37837.719963868076,38.72383963302127,-820.133211240558,-858.8570508735793,4883.534351529616,4909.29970095256,4901.340484601655,1,1,14
-0.75,0.15,1.14,"[0.2736876923076923, 0.3677376923076923, 0.2138376923076923, 0.4275876923076923, 0.1368876923076923, 0.3078876923076923, 0.2565876923076923, 0.39338769230769227, 0.17108769230769233, 0.2736876923076923, 0.33353769230769226, 0.23093769230769232, 0.4446876923076923, 0.1026876923076923, 0.34208769230769226, 0.2736876923076923, 0.3677376923076923, 0.2138376923076923, 0.4275876923076923, 0.1368876923076923, 0.3078876923076923, 0.2565876923076923, 0.39338769230769227, 0.17108769230769233, 0.2736876923076923, 0.33353769230769226, 0.23093769230769232, 0.4446876923076923, 0.1026876923076923, 0.34208769230769226, 0.2736876923076923, 0.3677376923076923, 0.2138376923076923, 0.4275876923076923, 0.1368876923076923, 0.3078876923076923, 0.2565876923076923, 0.39338769230769227, 0.17108769230769233, 0.2736876923076923, 0.33353769230769226, 0.23093769230769232, 0.4446876923076923, 0.1026876923076923, 0.34208769230769226, 0.2736876923076923, 0.3677376923076923, 0.2138376923076923, 0.4275876923076923, 0.1368876923076923, 0.3078876923076923, 0.2565876923076923, 0.39338769230769227, 0.17108769230769233, 0.2736876923076923, 0.33353769230769226, 0.23093769230769232, 0.4446876923076923, 0.1026876923076923, 0.34208769230769226, 0.2736876923076923, 0.3677376923076923, 0.2138376923076923, 0.4275876923076923, 0.1368876923076923]",37430.191449038604,37147.33462313477,37837.719963868076,282.8568259038366,-407.52851482947153,-690.3853407333081,4862.203484006505,4898.815906506008,4901.340484601655,1,1,14
-0.7,0.15,1.14,"[0.33068769230769235, 0.4247376923076923, 0.27083769230769233, 0.48458769230769233, 0.19388769230769234, 0.36488769230769236, 0.3135876923076923, 0.4503876923076923, 0.22808769230769238, 0.33068769230769235, 0.3905376923076923, 0.28793769230769234, 0.5016876923076924, 0.15968769230769236, 0.3990876923076923, 0.33068769230769235, 0.4247376923076923, 0.27083769230769233, 0.48458769230769233, 0.19388769230769234, 0.36488769230769236, 0.3135876923076923, 0.4503876923076923, 0.22808769230769238, 0.33068769230769235, 0.3905376923076923, 0.28793769230769234, 0.5016876923076924, 0.15968769230769236, 0.3990876923076923, 0.33068769230769235, 0.4247376923076923, 0.27083769230769233, 0.48458769230769233, 0.19388769230769234, 0.36488769230769236, 0.3135876923076923, 0.4503876923076923, 0.22808769230769238, 0.33068769230769235, 0.3905376923076923, 0.28793769230769234, 0.5016876923076924, 0.15968769230769236, 0.3990876923076923, 0.33068769230769235, 0.4247376923076923, 0.27083769230769233, 0.48458769230769233, 0.19388769230769234, 0.36488769230769236, 0.3135876923076923, 0.4503876923076923, 0.22808769230769238, 0.33068769230769235, 0.3905376923076923, 0.28793769230769234, 0.5016876923076924, 0.15968769230769236, 0.3990876923076923, 0.33068769230769235, 0.4247376923076923, 0.27083769230769233, 0.48458769230769233, 0.19388769230769234]",37835.22869861525,37230.60428679425,37837.719963868076,604.6244118209943,-2.49126525282918,-607.1156770738235,4841.03797262322,4888.68206537596,4901.340484601655,1,1,14
-0.65,0.15,1.14,"[0.38768769230769223, 0.48173769230769226, 0.3278376923076923, 0.5415876923076922, 0.25088769230769226, 0.4218876923076923, 0.37058769230769223, 0.5073876923076922, 0.2850876923076923, 0.38768769230769223, 0.44753769230769225, 0.3449376923076923, 0.5586876923076922, 0.21668769230769228, 0.45608769230769225, 0.38768769230769223, 0.48173769230769226, 0.3278376923076923, 0.5415876923076922, 0.25088769230769226, 0.4218876923076923, 0.37058769230769223, 0.5073876923076922, 0.2850876923076923, 0.38768769230769223, 0.44753769230769225, 0.3449376923076923, 0.5586876923076922, 0.21668769230769228, 0.45608769230769225, 0.38768769230769223, 0.48173769230769226, 0.3278376923076923, 0.5415876923076922, 0.25088769230769226, 0.4218876923076923, 0.37058769230769223, 0.5073876923076922, 0.2850876923076923, 0.38768769230769223, 0.44753769230769225, 0.3449376923076923, 0.5586876923076922, 0.21668769230769228, 0.45608769230769225, 0.38768769230769223, 0.48173769230769226, 0.3278376923076923, 0.5415876923076922, 0.25088769230769226, 0.4218876923076923, 0.37058769230769223, 0.5073876923076922, 0.2850876923076923, 0.38768769230769223, 0.44753769230769225, 0.3449376923076923, 0.5586876923076922, 0.21668769230769228, 0.45608769230769225, 0.38768769230769223, 0.48173769230769226, 0.3278376923076923, 0.5415876923076922, 0.25088769230769226]",38232.791326831786,37238.54715239641,37824.65335991659,994.2441744353782,408.13796691519383,-586.1062075201844,4820.0365711669565,4878.881023792701,4901.340484601655,1,1,14
-0.6,0.15,1.14,"[0.4446876923076923, 0.5387376923076923, 0.3848376923076923, 0.5985876923076923, 0.3078876923076923, 0.47888769230769235, 0.4275876923076923, 0.5643876923076923, 0.3420876923076923, 0.4446876923076923, 0.5045376923076923, 0.40193769230769233, 0.6156876923076923, 0.2736876923076923, 0.5130876923076922, 0.4446876923076923, 0.5387376923076923, 0.3848376923076923, 0.5985876923076923, 0.3078876923076923, 0.47888769230769235, 0.4275876923076923, 0.5643876923076923, 0.3420876923076923, 0.4446876923076923, 0.5045376923076923, 0.40193769230769233, 0.6156876923076923, 0.2736876923076923, 0.5130876923076922, 0.4446876923076923, 0.5387376923076923, 0.3848376923076923, 0.5985876923076923, 0.3078876923076923, 0.47888769230769235, 0.4275876923076923, 0.5643876923076923, 0.3420876923076923, 0.4446876923076923, 0.5045376923076923, 0.40193769230769233, 0.6156876923076923, 0.2736876923076923, 0.5130876923076922, 0.4446876923076923, 0.5387376923076923, 0.3848376923076923, 0.5985876923076923, 0.3078876923076923, 0.47888769230769235, 0.4275876923076923, 0.5643876923076923, 0.3420876923076923, 0.4446876923076923, 0.5045376923076923, 0.40193769230769233, 0.6156876923076923, 0.2736876923076923, 0.5130876923076922, 0.4446876923076923, 0.5387376923076923, 0.3848376923076923, 0.5985876923076923, 0.3078876923076923]",38622.97054226832,37142.04317549698,37765.14391028436,1480.927366771335,857.8266319839604,-623.1007347873747,4799.197962676776,4869.396651466376,4901.340484601655,1,1,14
-0.5,0.15,1.14,"[0.5586876923076922, 0.6527376923076923, 0.49883769230769226, 0.7125876923076923, 0.4218876923076923, 0.5928876923076923, 0.5415876923076922, 0.6783876923076922, 0.4560876923076923, 0.5586876923076922, 0.6185376923076923, 0.5159376923076923, 0.7296876923076923, 0.38768769230769223, 0.6270876923076923, 0.5586876923076922, 0.6527376923076923, 0.49883769230769226, 0.7125876923076923, 0.4218876923076923, 0.5928876923076923, 0.5415876923076922, 0.6783876923076922, 0.4560876923076923, 0.5586876923076922, 0.6185376923076923, 0.5159376923076923, 0.7296876923076923, 0.38768769230769223, 0.6270876923076923, 0.5586876923076922, 0.6527376923076923, 0.49883769230769226, 0.7125876923076923, 0.4218876923076923, 0.5928876923076923, 0.5415876923076922, 0.6783876923076922, 0.4560876923076923, 0.5586876923076922, 0.6185376923076923, 0.5159376923076923, 0.7296876923076923, 0.38768769230769223, 0.6270876923076923, 0.5586876923076922, 0.6527376923076923, 0.49883769230769226, 0.7125876923076923, 0.4218876923076923, 0.5928876923076923, 0.5415876923076922, 0.6783876923076922, 0.4560876923076923, 0.5586876923076922, 0.6185376923076923, 0.5159376923076923, 0.7296876923076923, 0.38768769230769223, 0.6270876923076923, 0.5586876923076922, 0.6527376923076923, 0.49883769230769226, 0.7125876923076923, 0.4218876923076923]",39381.540018898195,36895.45337702515,37646.12501101989,2486.086641873044,1735.415007878306,-750.6716339947379,4758.004088311254,4851.318727116478,4901.340484601655,1,1,14
-0.4,0.15,1.14,"[0.6726876923076922, 0.7667376923076923, 0.6128376923076923, 0.8265876923076922, 0.5358876923076923, 0.7068876923076922, 0.6555876923076922, 0.7923876923076922, 0.5700876923076923, 0.6726876923076922, 0.7325376923076922, 0.6299376923076923, 0.8436876923076922, 0.5016876923076922, 0.7410876923076922, 0.6726876923076922, 0.7667376923076923, 0.6128376923076923, 0.8265876923076922, 0.5358876923076923, 0.7068876923076922, 0.6555876923076922, 0.7923876923076922, 0.5700876923076923, 0.6726876923076922, 0.7325376923076922, 0.6299376923076923, 0.8436876923076922, 0.5016876923076922, 0.7410876923076922, 0.6726876923076922, 0.7667376923076923, 0.6128376923076923, 0.8265876923076922, 0.5358876923076923, 0.7068876923076922, 0.6555876923076922, 0.7923876923076922, 0.5700876923076923, 0.6726876923076922, 0.7325376923076922, 0.6299376923076923, 0.8436876923076922, 0.5016876923076922, 0.7410876923076922, 0.6726876923076922, 0.7667376923076923, 0.6128376923076923, 0.8265876923076922, 0.5358876923076923, 0.7068876923076922, 0.6555876923076922, 0.7923876923076922, 0.5700876923076923, 0.6726876923076922, 0.7325376923076922, 0.6299376923076923, 0.8436876923076922, 0.5016876923076922, 0.7410876923076922, 0.6726876923076922, 0.7667376923076923, 0.6128376923076923, 0.8265876923076922, 0.5358876923076923]",40111.651147418655,36658.27721338303,37527.10611175543,3453.373934035626,2584.545035663228,-868.8288983723978,4717.446465145889,4834.338619520379,4901.340484601655,1,1,14
-0.3,0.15,1.14,"[0.7866876923076922, 0.8807376923076922, 0.7268376923076922, 0.9405876923076922, 0.6498876923076922, 0.8208876923076922, 0.7695876923076922, 0.9063876923076921, 0.6840876923076923, 0.7866876923076922, 0.8465376923076922, 0.7439376923076922, 0.9576876923076922, 0.6156876923076922, 0.8550876923076922, 0.7866876923076922, 0.8807376923076922, 0.7268376923076922, 0.9405876923076922, 0.6498876923076922, 0.8208876923076922, 0.7695876923076922, 0.9063876923076921, 0.6840876923076923, 0.7866876923076922, 0.8465376923076922, 0.7439376923076922, 0.9576876923076922, 0.6156876923076922, 0.8550876923076922, 0.7866876923076922, 0.8807376923076922, 0.7268376923076922, 0.9405876923076922, 0.6498876923076922, 0.8208876923076922, 0.7695876923076922, 0.9063876923076921, 0.6840876923076923, 0.7866876923076922, 0.8465376923076922, 0.7439376923076922, 0.9576876923076922, 0.6156876923076922, 0.8550876923076922, 0.7866876923076922, 0.8807376923076922, 0.7268376923076922, 0.9405876923076922, 0.6498876923076922, 0.8208876923076922, 0.7695876923076922, 0.9063876923076921, 0.6840876923076923, 0.7866876923076922, 0.8465376923076922, 0.7439376923076922, 0.9576876923076922, 0.6156876923076922, 0.8550876923076922, 0.7866876923076922, 0.8807376923076922, 0.7268376923076922, 0.9405876923076922, 0.6498876923076922]",40814.00117065353,36429.678529342826,37408.08721249096,4384.322641310704,3405.9139581625714,-978.4086831481327,4677.515173847472,4818.3595379749395,4901.340484601655,1,1,14
-0.2,0.15,1.14,"[0.9006876923076923, 0.9947376923076923, 0.8408376923076923, 1.0545876923076922, 0.7638876923076923, 0.9348876923076923, 0.8835876923076923, 1.0203876923076922, 0.7980876923076923, 0.9006876923076923, 0.9605376923076923, 0.8579376923076923, 1.0716876923076923, 0.7296876923076923, 0.9690876923076923, 0.9006876923076923, 0.9947376923076923, 0.8408376923076923, 1.0545876923076922, 0.7638876923076923, 0.9348876923076923, 0.8835876923076923, 1.0203876923076922, 0.7980876923076923, 0.9006876923076923, 0.9605376923076923, 0.8579376923076923, 1.0716876923076923, 0.7296876923076923, 0.9690876923076923, 0.9006876923076923, 0.9947376923076923, 0.8408376923076923, 1.0545876923076922, 0.7638876923076923, 0.9348876923076923, 0.8835876923076923, 1.0203876923076922, 0.7980876923076923, 0.9006876923076923, 0.9605376923076923, 0.8579376923076923, 1.0716876923076923, 0.7296876923076923, 0.9690876923076923, 0.9006876923076923, 0.9947376923076923, 0.8408376923076923, 1.0545876923076922, 0.7638876923076923, 0.9348876923076923, 0.8835876923076923, 1.0203876923076922, 0.7980876923076923, 0.9006876923076923, 0.9605376923076923, 0.8579376923076923, 1.0716876923076923, 0.7296876923076923, 0.9690876923076923, 0.9006876923076923, 0.9947376923076923, 0.8408376923076923, 1.0545876923076922, 0.7638876923076923]",41489.27430922458,36208.91743520278,37289.06831322649,5280.356874021803,4200.205995998091,-1080.1508780237127,4638.200632600327,4803.295689566511,4901.340484601655,1,1,14
-0.1,0.15,1.14,"[1.0146876923076922, 1.1087376923076924, 0.9548376923076922, 1.1685876923076923, 0.8778876923076923, 1.0488876923076922, 0.9975876923076923, 1.1343876923076923, 0.9120876923076923, 1.0146876923076922, 1.0745376923076921, 0.9719376923076922, 1.1856876923076922, 0.8436876923076922, 1.0830876923076922, 1.0146876923076922, 1.1087376923076924, 0.9548376923076922, 1.1685876923076923, 0.8778876923076923, 1.0488876923076922, 0.9975876923076923, 1.1343876923076923, 0.9120876923076923, 1.0146876923076922, 1.0745376923076921, 0.9719376923076922, 1.1856876923076922, 0.8436876923076922, 1.0830876923076922, 1.0146876923076922, 1.1087376923076924, 0.9548376923076922, 1.1685876923076923, 0.8778876923076923, 1.0488876923076922, 0.9975876923076923, 1.1343876923076923, 0.9120876923076923, 1.0146876923076922, 1.0745376923076921, 0.9719376923076922, 1.1856876923076922, 0.8436876923076922, 1.0830876923076922, 1.0146876923076922, 1.1087376923076924, 0.9548376923076922, 1.1685876923076923, 0.8778876923076923, 1.0488876923076922, 0.9975876923076923, 1.1343876923076923, 0.9120876923076923, 1.0146876923076922, 1.0745376923076921, 0.9719376923076922, 1.1856876923076922, 0.8436876923076922, 1.0830876923076922, 1.0146876923076922, 1.1087376923076924, 0.9548376923076922, 1.1685876923076923, 0.8778876923076923]",42138.138499620734,35995.33851622395,37170.04941396202,6142.799983396784,4968.089085658714,-1174.7108977380703,4599.493226479512,4789.0708302429075,4901.340484601655,1,1,14
0.0,0.15,1.14,"[1.1286876923076923, 1.2227376923076922, 1.0688376923076923, 1.2825876923076922, 0.9918876923076922, 1.1628876923076923, 1.1115876923076922, 1.2483876923076922, 1.0260876923076923, 1.1286876923076923, 1.1885376923076922, 1.0859376923076922, 1.299687692307692, 0.9576876923076922, 1.1970876923076923, 1.1286876923076923, 1.2227376923076922, 1.0688376923076923, 1.2825876923076922, 0.9918876923076922, 1.1628876923076923, 1.1115876923076922, 1.2483876923076922, 1.0260876923076923, 1.1286876923076923, 1.1885376923076922, 1.0859376923076922, 1.299687692307692, 0.9576876923076922, 1.1970876923076923, 1.1286876923076923, 1.2227376923076922, 1.0688376923076923, 1.2825876923076922, 0.9918876923076922, 1.1628876923076923, 1.1115876923076922, 1.2483876923076922, 1.0260876923076923, 1.1286876923076923, 1.1885376923076922, 1.0859376923076922, 1.299687692307692, 0.9576876923076922, 1.1970876923076923, 1.1286876923076923, 1.2227376923076922, 1.0688376923076923, 1.2825876923076922, 0.9918876923076922, 1.1628876923076923, 1.1115876923076922, 1.2483876923076922, 1.0260876923076923, 1.1286876923076923, 1.1885376923076922, 1.0859376923076922, 1.299687692307692, 0.9576876923076922, 1.1970876923076923, 1.1286876923076923, 1.2227376923076922, 1.0688376923076923, 1.2825876923076922, 0.9918876923076922]",42761.249319429684,35788.354920911246,37051.03051469755,6972.894398518438,5710.218804732132,-1262.6755937863054,4561.383666972813,4775.616934473556,4901.340484601655,1,1,14
-1.0,0.2,1.14,"[0.0, 0.11031692307692309, 0.0, 0.19011692307692307, 0.0, 0.03051692307692308, 0.0, 0.14451692307692307, 0.0, 0.0, 0.06471692307692307, 0.0, 0.2129169230769231, 0.0, 0.0761169230769231, 0.0, 0.11031692307692309, 0.0, 0.19011692307692307, 0.0, 0.03051692307692308, 0.0, 0.14451692307692307, 0.0, 0.0, 0.06471692307692307, 0.0, 0.2129169230769231, 0.0, 0.0761169230769231, 0.0, 0.11031692307692309, 0.0, 0.19011692307692307, 0.0, 0.03051692307692308, 0.0, 0.14451692307692307, 0.0, 0.0, 0.06471692307692307, 0.0, 0.2129169230769231, 0.0, 0.0761169230769231, 0.0, 0.11031692307692309, 0.0, 0.19011692307692307, 0.0, 0.03051692307692308, 0.0, 0.14451692307692307, 0.0, 0.0, 0.06471692307692307, 0.0, 0.2129169230769231, 0.0, 0.0761169230769231, 0.0, 0.11031692307692309, 0.0, 0.19011692307692307, 0.0]",35695.44374516011,35695.44374516011,37837.719963868076,0.0,-2142.2762187079643,-2142.2762187079643,4943.6902622748175,4943.6902622748175,4901.340484601655,0,1,14
-0.95,0.2,1.14,"[0.04191692307692313, 0.1673169230769231, 0.0, 0.24711692307692312, 0.0, 0.08751692307692312, 0.019116923076923125, 0.20151692307692312, 0.0, 0.04191692307692313, 0.12171692307692311, 0.0, 0.26991692307692317, 0.0, 0.13311692307692313, 0.04191692307692313, 0.1673169230769231, 0.0, 0.24711692307692312, 0.0, 0.08751692307692312, 0.019116923076923125, 0.20151692307692312, 0.0, 0.04191692307692313, 0.12171692307692311, 0.0, 0.26991692307692317, 0.0, 0.13311692307692313, 0.04191692307692313, 0.1673169230769231, 0.0, 0.24711692307692312, 0.0, 0.08751692307692312, 0.019116923076923125, 0.20151692307692312, 0.0, 0.04191692307692313, 0.12171692307692311, 0.0, 0.26991692307692317, 0.0, 0.13311692307692313, 0.04191692307692313, 0.1673169230769231, 0.0, 0.24711692307692312, 0.0, 0.08751692307692312, 0.019116923076923125, 0.20151692307692312, 0.0, 0.04191692307692313, 0.12171692307692311, 0.0, 0.26991692307692317, 0.0, 0.13311692307692313, 0.04191692307692313, 0.1673169230769231, 0.0, 0.24711692307692312, 0.0]",35957.90096430631,35957.90096430631,37837.719963868076,0.0,-1879.818999561765,-1879.818999561765,4932.794394618882,4932.794394618882,4901.340484601655,0,1,14
-0.9,0.2,1.14,"[0.09891692307692304, 0.22431692307692302, 0.019116923076923063, 0.30411692307692306, 0.0, 0.14451692307692304, 0.07611692307692304, 0.25851692307692303, 0.0, 0.09891692307692304, 0.17871692307692302, 0.04191692307692305, 0.32691692307692305, 0.0, 0.19011692307692307, 0.09891692307692304, 0.22431692307692302, 0.019116923076923063, 0.30411692307692306, 0.0, 0.14451692307692304, 0.07611692307692304, 0.25851692307692303, 0.0, 0.09891692307692304, 0.17871692307692302, 0.04191692307692305, 0.32691692307692305, 0.0, 0.19011692307692307, 0.09891692307692304, 0.22431692307692302, 0.019116923076923063, 0.30411692307692306, 0.0, 0.14451692307692304, 0.07611692307692304, 0.25851692307692303, 0.0, 0.09891692307692304, 0.17871692307692302, 0.04191692307692305, 0.32691692307692305, 0.0, 0.19011692307692307, 0.09891692307692304, 0.22431692307692302, 0.019116923076923063, 0.30411692307692306, 0.0, 0.14451692307692304, 0.07611692307692304, 0.25851692307692303, 0.0, 0.09891692307692304, 0.17871692307692302, 0.04191692307692305, 0.32691692307692305, 0.0, 0.19011692307692307, 0.09891692307692304, 0.22431692307692302, 0.019116923076923063, 0.30411692307692306, 0.0]",36278.72284307808,36278.72284307808,37837.719963868076,0.0,-1558.9971207899944,-1558.9971207899944,4918.292689856834,4918.292689856834,4901.340484601655,0,1,14
